"","env","meristem","asv_name","s.env","s.meristem","index","stat","p.value","prev.env","prev.meristem","sp.env","sp.meristem","Domain","Phylum","Class","Order","Family","Genus","Species"
"676",0.067162802571744,0.0440359013228451,"ASV4757",1,0,1,0.932837197428256,0.743,0.617985360752876,0.382014639247124,0.0072992700729927,0.0050761421319797,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Aestuariicella",NA
"677",0.120824418666035,0,"ASV4764",1,0,1,0.879175581333965,0.159,1,0,0.0145985401459854,0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Thermomarinilinea",NA
"678",0.120824418666035,0,"ASV4766",1,0,1,0.879175581333965,0.176,1,0,0.0145985401459854,0,"Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","JGI_0001001-H03",NA
"679",0.120824418666035,0,"ASV4770",1,0,1,0.879175581333965,0.174,1,0,0.0145985401459854,0,"Bacteria","Fibrobacteres","Chitinivibrionia","Chitinivibrionales","Chitinivibrionaceae","Chitinivibrio",NA
"680",0.0854357657716761,0,"ASV4773",1,0,1,0.914564234228324,0.421,1,0,0.0072992700729927,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","Desulfatiglans",NA
"681",0.113207813121222,0.0248960668829425,"ASV4781",1,0,1,0.886792186878778,0.347,0.877896613190731,0.122103386809269,0.0145985401459854,0.0050761421319797,"Bacteria","Spirochaetes","Leptospirae","Leptospirales","Leptospiraceae","Leptospiraceae",NA
"682",0.120824418666035,0,"ASV4796",1,0,1,0.879175581333965,0.168,1,0,0.0145985401459854,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","MSBL7",NA
"683",0.120824418666035,0,"ASV4799",1,0,1,0.879175581333965,0.166,1,0,0.0145985401459854,0,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"684",0.120824418666035,0,"ASV4800",1,0,1,0.879175581333965,0.171,1,0,0.0145985401459854,0,"Bacteria","Planctomycetes","Brocadiae","Brocadiales","Scalinduaceae","Candidatus_Scalindua",NA
"685",0.120824418666035,0,"ASV4801",1,0,1,0.879175581333965,0.184,1,0,0.0145985401459854,0,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"686",0.120824418666035,0,"ASV4802",1,0,1,0.879175581333965,0.143,1,0,0.0145985401459854,0,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea",NA
"687",0.120824418666035,0,"ASV4803",1,0,1,0.879175581333965,0.167,1,0,0.0145985401459854,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Candidatus_Thioglobus",NA
"688",0.120824418666035,0,"ASV4810",1,0,1,0.879175581333965,0.178,1,0,0.0145985401459854,0,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29",NA
"689",0,0.100758544371976,"ASV4815",0,1,2,0.100758544371976,0.533,0,1,0,0.0101522842639594,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","Blfdi19",NA
"690",0.120824418666035,0,"ASV4840",1,0,1,0.879175581333965,0.174,1,0,0.0145985401459854,0,"Bacteria","Cyanobacteria","Oxyphotobacteria","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena_PCC-7367",NA
"691",0.120824418666035,0,"ASV4844",1,0,1,0.879175581333965,0.149,1,0,0.0145985401459854,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis","Dethiosulfatibacter",NA
"692",0.0439333877161115,0.0611053209858607,"ASV4847",0,1,2,0.0611053209858607,1,0.264429530201342,0.735570469798658,0.0072992700729927,0.0050761421319797,"Bacteria","Cloacimonetes","Cloacimonadia","Cloacimonadales","MSBL8","MSBL8",NA
"693",0.120824418666035,0,"ASV4866",1,0,1,0.879175581333965,0.162,1,0,0.0145985401459854,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"694",0.120824418666035,0,"ASV4869",1,0,1,0.879175581333965,0.161,1,0,0.0145985401459854,0,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","KD3-93","KD3-93",NA
"695",0.120824418666035,0,"ASV4871",1,0,1,0.879175581333965,0.181,1,0,0.0145985401459854,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1",NA
"696",0.073593687919671,0.0361892772686906,"ASV4872",1,0,1,0.926406312080329,0.747,0.741996233521657,0.258003766478343,0.0072992700729927,0.0050761421319797,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Enhygromyxa",NA
"697",0.120824418666035,0,"ASV4876",1,0,1,0.879175581333965,0.157,1,0,0.0145985401459854,0,"Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma",NA
"698",0.120824418666035,0,"ASV4882",1,0,1,0.879175581333965,0.194,1,0,0.0145985401459854,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus_Captivus",NA
"699",0.0854357657716761,0,"ASV4884",1,0,1,0.914564234228324,0.405,1,0,0.0072992700729927,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus_Paracaedibacter",NA
"700",0.120824418666035,0,"ASV4886",1,0,1,0.879175581333965,0.154,1,0,0.0145985401459854,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1",NA
